L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
46.2543,31.3907,66.4889,0.0276539,1.40755,1.86418,83.1546,0.000518562,13.6453,6.86464,47.917,0.000444814,0.87684,1.38541,7.11075,2.38423e-06,2.13337,1.27927,19.6758,2.69514
46.2543,31.3907,66.4891,0.0277359,1.40991,1.86454,83.1546,0.000520274,13.6453,6.86464,47.9172,0.000526841,0.879194,1.38576,7.11076,2.47935e-06,2.1333,1.27927,19.6701,2.69513
46.2543,31.3907,66.489,0.0276189,1.40952,1.86443,83.1546,0.000517931,13.6453,6.86464,47.9172,0.000409768,0.878812,1.38566,7.11075,2.21124e-06,2.13331,1.27927,19.6711,2.69514
46.2543,31.3907,66.489,0.0272091,1.40951,1.86443,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.878797,1.38566,7.11075,5.56796e-07,2.13331,1.27927,19.6712,2.69515
46.2543,31.3907,66.489,0.0272094,1.4095,1.86443,83.1546,0.000515207,13.6453,6.86464,47.9172,3.34243e-07,0.878788,1.38566,7.11075,5.58415e-07,2.13331,1.27927,19.6712,2.69515
46.2543,31.3907,66.489,0.0272094,1.40943,1.86443,83.1546,0.000515207,13.6453,6.86464,47.9172,3.34243e-07,0.878724,1.38566,7.11075,5.58415e-07,2.13332,1.27927,19.6713,2.69515
46.2543,31.3907,66.4891,0.0272091,1.40968,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.87897,1.38567,7.11075,5.56796e-07,2.13331,1.27927,19.6708,2.69515
46.2543,31.3907,66.4891,0.0272093,1.40971,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,1.67122e-07,0.878996,1.38567,7.11076,5.57606e-07,2.13331,1.27927,19.6707,2.69515
46.2543,31.3907,66.4891,0.0272093,1.4098,1.86444,83.1546,0.000515207,13.6453,6.86464,47.9172,1.67122e-07,0.87909,1.38567,7.11076,5.57606e-07,2.13331,1.27927,19.6705,2.69515
46.2543,31.3907,66.4891,0.0272091,1.4098,1.86444,83.1546,0.000515206,13.6453,6.86464,47.9172,0,0.87909,1.38567,7.11076,5.56796e-07,2.13331,1.27927,19.6705,2.69515
