1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
0.000127,-0.000006,0.000027,-0.000049,-0.000004,-0.000006,0.000001,-0.000012,0.009450,0.003312,0.007937,0.003916,0.003983,0.004001,0.001258,0.001953
0.000253,0.000178,-0.000118,0.000031,-0.000008,-0.000009,0.000000,0.000031,0.007953,0.004539,0.006639,0.004008,0.003817,0.004826,0.000671,0.002392
0.000000,-0.000066,0.000019,0.000021,-0.000006,-0.000007,0.000002,0.000006,0.010199,0.003732,0.002697,0.003381,0.005063,0.003972,0.000877,0.001381
-0.000054,0.000066,0.000020,0.000040,0.000011,0.000028,0.000001,-0.000031,0.007593,0.004085,0.006853,0.003925,0.003456,0.003965,0.000621,0.002048
0.000163,-0.000081,0.000060,-0.000005,-0.000008,0.000010,-0.000000,0.000012,0.009802,0.004510,0.007141,0.003012,0.005215,0.004523,0.000636,0.002471
-0.000922,0.000081,-0.000106,-0.000000,0.000003,-0.000002,0.000001,-0.000031,0.009525,0.006526,0.007419,0.003319,0.002731,0.004575,0.000782,0.002048
0.000036,0.000025,-0.000006,0.000003,0.000007,0.000003,0.000000,0.000000,0.011840,0.007501,0.004007,0.003449,0.002405,0.001576,0.000614,0.001513
-0.000253,0.000052,0.000026,-0.000020,0.000003,-0.000001,0.000000,-0.000012,0.009143,0.003247,0.003766,0.003129,0.001184,0.004387,0.000416,0.001513
0.000597,-0.000043,-0.000034,-0.000019,0.000003,0.000006,0.000000,0.000006,0.009669,0.004706,0.005600,0.005039,0.002363,0.004735,0.000446,0.002227
0.000886,-0.000123,0.000001,-0.000031,0.000007,-0.000007,-0.000001,0.000085,0.011855,0.004106,0.006773,0.004277,0.002712,0.003667,0.001352,0.002469
-0.000145,0.000022,-0.000008,-0.000001,-0.000034,0.000002,-0.000001,-0.000079,0.009390,0.006018,0.004683,0.002559,0.005114,0.004130,0.000548,0.004143
-0.000778,0.000221,0.000017,0.000003,0.000014,0.000005,0.000001,-0.000012,0.011376,0.007228,0.004873,0.002510,0.003797,0.002600,0.000591,0.002311
0.000886,-0.000017,0.000044,-0.000071,-0.000008,0.000001,-0.000000,-0.000024,0.011663,0.005766,0.006821,0.005006,0.002450,0.003787,0.000876,0.004704
-0.000181,0.000055,-0.000011,0.000024,0.000018,0.000005,0.000000,-0.000037,0.007516,0.003283,0.005831,0.003914,0.005172,0.003747,0.000522,0.001747
-0.001393,-0.000233,-0.000001,-0.000015,0.000005,-0.000023,0.000001,-0.000079,0.012816,0.004726,0.004063,0.002152,0.001144,0.003696,0.001570,0.003653
0.000145,-0.000091,-0.000048,-0.000013,0.000003,0.000039,0.000000,-0.000012,0.008505,0.004965,0.003508,0.003115,0.005437,0.004807,0.000356,0.001513
-0.000452,-0.000084,0.000005,-0.000004,0.000001,-0.000002,0.000000,-0.000018,0.010463,0.002978,0.002147,0.003480,0.001283,0.002260,0.000435,0.002830
0.000344,0.000047,-0.000113,-0.000014,0.000012,0.000020,0.000000,-0.000024,0.008433,0.007250,0.007024,0.004177,0.004682,0.004370,0.000353,0.001747
-0.000181,0.000008,-0.000029,0.000013,0.000039,0.000015,0.000000,0.000018,0.009268,0.003831,0.006743,0.004480,0.005056,0.004725,0.000563,0.002392
-0.000036,-0.000065,0.000004,-0.000012,0.000017,-0.000007,-0.000000,0.000037,0.008896,0.003486,0.003124,0.003138,0.005167,0.003411,0.000926,0.002311
0.000344,0.000092,-0.000043,0.000039,-0.000017,-0.000012,-0.000000,0.000018,0.006459,0.006816,0.006507,0.003774,0.005489,0.004677,0.000263,0.001634
0.000307,-0.000028,0.000005,0.000025,0.000025,0.000032,0.000001,0.000116,0.008434,0.001361,0.003118,0.003512,0.003258,0.004252,0.000812,0.003086
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000058,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000048,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.000000
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000058,0.000000,0.000022,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000037,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,0.000031,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000022,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000058,0.000000,0.000022,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000163,0.000000,0.000081,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,0.000022,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,0.000000,0.000000
